person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,LTI,credit_score
23,35400,RENT,4.0,DEBTCONSOLIDATION,B,9600,11.89,0,0.27,N,2,0.27,613.9871779485006
23,125000,OTHER,4.0,EDUCATION,A,7500,8.0,0,0.06,N,2,0.06,727.8406804589453
23,53352,RENT,3.0,MEDICAL,A,17500,6.54,1,0.33,N,4,0.33,590.0391057290299
23,14400,RENT,0.0,DEBTCONSOLIDATION,B,4000,10.74,1,0.28,N,3,0.28,570.1501871097835
25,80000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,15000,12.61,0,0.19,N,2,0.19,680.8054053066807
22,31500,RENT,3.0,DEBTCONSOLIDATION,D,2900,0.0,1,0.09,Y,3,0.09,558.0521726520858
22,35000,RENT,0.0,DEBTCONSOLIDATION,B,3000,0.0,0,0.09,N,2,0.09,633.8468420994059
26,80000,OWN,5.0,PERSONAL,C,7000,13.22,0,0.09,Y,2,0.09,727.9550116507523
22,25000,MORTGAGE,4.0,VENTURE,A,1800,8.49,0,0.07,N,2,0.07,714.6684606846641
23,75885,MORTGAGE,7.0,EDUCATION,C,3000,11.03,0,0.04,N,4,0.04,714.1896316578707
26,65000,MORTGAGE,0.0,PERSONAL,A,4000,5.42,0,0.06,N,2,0.06,727.6371130594316
21,21600,OWN,0.0,VENTURE,A,7125,6.99,0,0.33,N,3,0.33,619.3735952439372
23,44000,MORTGAGE,4.0,EDUCATION,A,3200,7.51,0,0.07,N,2,0.07,729.8771973777015
25,60000,RENT,4.0,EDUCATION,A,9800,0.0,0,0.16,N,2,0.16,697.5990006784131
25,48000,RENT,3.0,DEBTCONSOLIDATION,B,2000,10.74,0,0.04,N,3,0.04,654.5558662975891
23,65000,MORTGAGE,3.0,EDUCATION,A,8000,7.14,0,0.12,N,4,0.12,734.838747114629
22,48000,MORTGAGE,6.0,PERSONAL,C,10000,13.49,0,0.21,N,2,0.21,667.773861063899
22,60000,RENT,0.0,EDUCATION,B,15000,11.71,0,0.25,N,3,0.25,655.5622093191922
23,30000,RENT,6.0,VENTURE,B,19750,11.14,1,0.66,N,4,0.66,571.1655983565457
26,115600,MORTGAGE,4.0,VENTURE,A,9925,7.29,0,0.09,N,4,0.09,758.7016893426705
21,12000,RENT,5.0,PERSONAL,A,3000,8.9,1,0.25,N,3,0.25,619.0851150611054
23,38004,RENT,5.0,EDUCATION,A,5000,6.91,0,0.13,N,4,0.13,687.92594531756
23,130992,MORTGAGE,6.0,MEDICAL,A,6000,7.51,0,0.05,N,4,0.05,743.2284604866643
23,19200,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3000,0.0,1,0.16,N,3,0.16,643.9946700894089
22,60000,MORTGAGE,2.0,PERSONAL,A,5200,5.99,0,0.09,N,4,0.09,723.7735682846168
23,85000,MORTGAGE,8.0,EDUCATION,C,5000,14.35,0,0.06,N,3,0.06,724.827384300075
25,20000,MORTGAGE,1.0,VENTURE,A,4000,5.79,0,0.2,N,4,0.2,669.3487358595344
26,45000,RENT,5.0,MEDICAL,B,2000,11.49,0,0.04,N,3,0.04,660.6392167695086
22,52000,RENT,6.0,VENTURE,B,10000,11.71,0,0.19,N,2,0.19,672.6532831759571
24,51600,RENT,8.0,MEDICAL,B,3000,10.65,0,0.06,N,3,0.06,660.7039287285468
22,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,17500,7.88,0,0.29,N,2,0.29,677.5474787501126
23,56700,MORTGAGE,7.0,VENTURE,A,12000,5.42,0,0.21,N,2,0.21,713.9811854088363
24,48000,OWN,5.0,VENTURE,A,4400,5.99,0,0.09,N,4,0.09,746.8984558313691
22,34000,RENT,4.0,MEDICAL,D,3800,18.25,1,0.11,Y,3,0.11,552.5322554114454
23,37344,MORTGAGE,0.0,EDUCATION,C,3200,12.68,0,0.09,N,4,0.09,680.9755385246733
22,62000,MORTGAGE,2.0,PERSONAL,D,7500,13.87,0,0.12,Y,3,0.12,633.680814914751
24,103000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,21000,13.49,0,0.2,Y,3,0.2,673.7961608252467
24,45000,MORTGAGE,8.0,VENTURE,A,6000,7.51,0,0.13,N,3,0.13,737.9387202091475
24,120000,RENT,4.0,HOMEIMPROVEMENT,C,10000,13.61,0,0.08,N,2,0.08,668.3306695090942
25,40000,RENT,5.0,PERSONAL,A,6000,7.88,0,0.15,N,2,0.15,685.4604164827672
23,113000,MORTGAGE,4.0,EDUCATION,A,12000,7.66,0,0.11,N,3,0.11,750.9878235015336
24,38400,RENT,8.0,MEDICAL,A,4200,6.76,0,0.11,N,4,0.11,664.97655797098
24,20000,OWN,2.0,PERSONAL,A,3000,8.94,0,0.15,N,3,0.15,674.5328236423958
22,60000,RENT,3.0,EDUCATION,A,7000,6.91,0,0.12,N,4,0.12,705.7267231250709
23,23760,RENT,2.0,PERSONAL,B,2800,0.0,0,0.12,N,4,0.12,643.6855611439482
23,48000,OWN,8.0,VENTURE,C,6000,12.87,0,0.13,Y,3,0.12,722.1037738440392
23,61000,RENT,3.0,EDUCATION,A,2500,7.49,0,0.04,N,3,0.04,711.0325627090033
21,56000,RENT,5.0,HOMEIMPROVEMENT,E,15000,16.0,1,0.27,Y,4,0.27,547.6425098809136
24,46809,RENT,4.0,MEDICAL,B,5000,12.18,0,0.11,N,2,0.11,651.9408342673047
23,39456,OWN,7.0,PERSONAL,A,14000,7.29,0,0.35,N,3,0.35,646.3105860058849
23,115275,RENT,7.0,EDUCATION,C,7500,11.28,0,0.07,Y,4,0.07,700.267215867783
26,48000,MORTGAGE,4.0,PERSONAL,A,10000,5.79,0,0.21,N,4,0.21,697.9009127982523
23,59000,RENT,7.0,EDUCATION,C,20000,12.29,1,0.34,N,2,0.34,581.461206666542
25,50000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,18000,7.88,0,0.36,N,4,0.36,618.1653182663385
24,72000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,8000,12.21,0,0.11,N,3,0.11,694.0656234709844
26,48000,RENT,7.0,MEDICAL,A,9000,8.94,0,0.19,N,3,0.19,661.5402699582169
22,52500,MORTGAGE,6.0,VENTURE,C,8000,15.23,0,0.15,Y,4,0.15,691.7585337464701
25,76000,MORTGAGE,3.0,EDUCATION,A,20000,6.54,0,0.26,N,2,0.26,702.197824156025
23,39996,RENT,6.0,MEDICAL,B,12000,9.63,0,0.3,N,3,0.3,628.7309091922789
23,68000,MORTGAGE,4.0,EDUCATION,A,1000,8.0,0,0.01,N,4,0.01,741.5029897974326
25,82560,RENT,6.0,DEBTCONSOLIDATION,A,4500,7.42,0,0.05,N,4,0.05,698.2465980655876
26,74000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,6.62,0,0.14,N,2,0.14,701.7142604229157
25,38000,RENT,9.0,EDUCATION,B,4800,11.71,0,0.13,N,3,0.13,669.9650681458704
25,31500,RENT,8.0,DEBTCONSOLIDATION,A,14850,8.9,1,0.47,N,3,0.47,558.9767791399344
25,88000,MORTGAGE,7.0,PERSONAL,B,11000,11.14,0,0.13,N,2,0.12,720.8233064436656
24,42000,OWN,8.0,HOMEIMPROVEMENT,A,8000,6.62,0,0.19,N,2,0.19,710.0059709066379
25,60000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,3000,5.99,0,0.05,N,4,0.05,713.8964266951667
23,157500,RENT,1.0,EDUCATION,B,10000,12.69,0,0.06,N,2,0.06,703.1270430128118
22,37200,RENT,6.0,HOMEIMPROVEMENT,A,7000,7.9,1,0.19,N,2,0.19,656.7331447190408
24,75000,RENT,6.0,HOMEIMPROVEMENT,B,15000,11.71,0,0.2,N,4,0.2,648.6188084679326
23,68500,MORTGAGE,7.0,VENTURE,C,4200,11.66,0,0.06,N,3,0.06,719.1512092513177
25,29000,RENT,9.0,MEDICAL,B,1000,11.99,1,0.03,N,2,0.03,640.1825060094774
24,35000,RENT,1.0,DEBTCONSOLIDATION,A,12000,6.54,1,0.34,N,2,0.34,575.0512969256114
23,42000,RENT,0.0,VENTURE,C,5000,0.0,1,0.12,N,3,0.12,669.3366240514969
23,16000,MORTGAGE,3.0,MEDICAL,C,2275,13.06,0,0.14,Y,3,0.14,617.3497729550714
24,65000,RENT,5.0,MEDICAL,A,12000,8.9,0,0.18,N,3,0.18,667.7703242623778
21,70553,MORTGAGE,2.0,MEDICAL,D,10000,15.28,1,0.12,N,3,0.14,592.8782780992096
26,34000,RENT,3.0,PERSONAL,D,5500,16.89,0,0.16,Y,3,0.16,567.0892549083144
21,25000,MORTGAGE,2.0,PERSONAL,B,3600,9.91,0,0.14,N,4,0.14,667.3603526360231
24,49278,RENT,4.0,DEBTCONSOLIDATION,C,11000,13.22,0,0.22,Y,2,0.22,615.625539402076
24,52000,MORTGAGE,3.0,VENTURE,A,3500,6.76,0,0.07,N,3,0.07,738.4815941327859
21,27600,OWN,3.0,EDUCATION,C,1000,15.27,0,0.04,Y,3,0.04,689.2180581255798
26,59500,MORTGAGE,9.0,DEBTCONSOLIDATION,A,12000,6.62,0,0.2,N,4,0.2,688.9927423002542
25,64000,RENT,0.0,DEBTCONSOLIDATION,E,20000,0.0,1,0.31,Y,4,0.31,501.05240821419704
22,33000,RENT,1.0,MEDICAL,C,1400,14.27,0,0.04,Y,3,0.04,620.0411726781625
24,106000,RENT,6.0,HOMEIMPROVEMENT,B,13000,12.69,1,0.12,N,4,0.12,674.8740714995906
22,28000,RENT,5.0,PERSONAL,B,6900,9.99,0,0.25,N,3,0.25,630.8318395792467
25,20000,RENT,1.0,MEDICAL,A,12000,8.07,1,0.6,N,2,0.6,534.6776664949728
21,60000,RENT,5.0,MEDICAL,B,10000,12.18,0,0.17,N,4,0.17,648.4152878235539
22,38000,MORTGAGE,4.0,EDUCATION,A,1950,7.37,0,0.05,N,4,0.05,723.5919024071837
21,37423,RENT,5.0,MEDICAL,A,2800,7.88,0,0.07,N,4,0.07,668.7366917680814
23,55000,RENT,0.0,VENTURE,C,12300,0.0,0,0.22,N,2,0.22,649.848119938757
22,74476,MORTGAGE,6.0,EDUCATION,A,5000,8.49,1,0.07,N,2,0.07,741.6524793092766
24,56000,MORTGAGE,8.0,EDUCATION,A,12000,0.0,0,0.21,N,2,0.21,708.3657707716543
25,45000,RENT,0.0,DEBTCONSOLIDATION,C,10000,12.98,0,0.22,Y,3,0.22,611.7459434559074
23,24000,MORTGAGE,5.0,MEDICAL,B,1375,11.11,1,0.06,N,3,0.06,668.3849375262756
25,100000,RENT,9.0,PERSONAL,C,20000,13.06,0,0.2,Y,3,0.2,662.9788875567444
24,48000,MORTGAGE,2.0,VENTURE,B,5500,11.36,0,0.11,N,3,0.11,713.7719606512522
22,61200,MORTGAGE,6.0,MEDICAL,E,16000,16.45,1,0.22,N,4,0.26,562.0901207588362
24,43995,RENT,0.0,EDUCATION,C,7400,13.99,1,0.17,Y,3,0.17,644.6993177412925
24,95000,OWN,4.0,PERSONAL,C,10000,15.23,0,0.11,N,4,0.11,718.0154852583893
23,38000,RENT,0.0,EDUCATION,A,7500,7.88,0,0.2,N,3,0.2,671.5901710790237
22,103000,MORTGAGE,7.0,EDUCATION,D,15000,15.99,0,0.15,N,3,0.15,641.3817127521953
23,85000,RENT,2.0,VENTURE,C,12000,13.16,0,0.14,Y,2,0.14,683.6036400043613
23,75000,RENT,3.0,EDUCATION,A,13200,6.17,0,0.18,N,3,0.18,689.7952003836251
22,28500,MORTGAGE,1.0,MEDICAL,A,8500,7.68,0,0.3,N,3,0.3,650.7808366830702
23,74800,MORTGAGE,4.0,MEDICAL,C,8400,14.65,1,0.1,N,4,0.11,675.1927058784717
24,57000,MORTGAGE,8.0,MEDICAL,F,20000,19.13,1,0.35,Y,3,0.35,524.1125285361519
23,15600,RENT,1.0,VENTURE,A,4500,5.99,1,0.29,N,3,0.29,624.0232237365962
23,50000,RENT,5.0,PERSONAL,A,10000,8.94,0,0.2,N,2,0.2,677.42662754948
25,78000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,8000,16.0,1,0.1,N,4,0.1,612.9735763339876
25,75996,MORTGAGE,9.0,DEBTCONSOLIDATION,B,10000,11.99,0,0.13,N,3,0.13,688.726373420452
23,60000,OWN,0.0,PERSONAL,B,8000,12.53,0,0.13,N,3,0.13,717.0305433671342
26,38000,MORTGAGE,10.0,HOMEIMPROVEMENT,D,15000,15.33,0,0.39,N,3,0.39,512.7451974293502
22,175000,MORTGAGE,6.0,MEDICAL,B,18000,0.0,0,0.1,N,3,0.1,707.6166617721103
23,48000,RENT,6.0,EDUCATION,A,4800,7.9,0,0.1,N,2,0.1,695.4803701972114
24,42000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,11000,5.42,0,0.26,N,4,0.26,673.4173116410398
25,95950,RENT,2.0,PERSONAL,B,17500,11.71,0,0.18,N,3,0.18,669.7117432039873
25,84000,MORTGAGE,9.0,MEDICAL,B,5000,10.99,0,0.06,N,2,0.06,715.3772847789934
23,37500,RENT,2.0,DEBTCONSOLIDATION,C,8000,14.26,0,0.21,N,4,0.21,604.8919475900859
25,49000,RENT,9.0,DEBTCONSOLIDATION,A,10000,6.62,1,0.2,N,2,0.2,657.9446596487572
23,52800,RENT,4.0,VENTURE,C,14000,14.27,0,0.27,N,4,0.27,643.6786478225166
23,33500,RENT,2.0,MEDICAL,E,2500,15.68,1,0.07,Y,4,0.07,556.3396612782097
22,60000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,5000,6.54,0,0.08,N,3,0.08,701.652686630275
23,70000,MORTGAGE,7.0,PERSONAL,A,13000,5.42,0,0.19,N,3,0.19,716.3521874854347
22,38000,RENT,5.0,EDUCATION,C,10000,13.49,0,0.26,Y,2,0.26,631.0285844309507
25,28800,RENT,0.0,EDUCATION,A,5000,8.9,0,0.17,N,4,0.17,655.9741696124063
23,114600,MORTGAGE,7.0,PERSONAL,C,10000,13.06,0,0.09,Y,4,0.09,714.5478568098039
25,63000,MORTGAGE,3.0,PERSONAL,C,3000,13.47,0,0.05,Y,2,0.05,703.3664776298201
23,65000,MORTGAGE,3.0,VENTURE,A,7000,7.9,0,0.11,N,4,0.11,743.742590371321
22,57175,RENT,6.0,EDUCATION,F,16000,17.15,1,0.28,Y,2,0.28,569.7888239612881
22,24000,OWN,3.0,VENTURE,B,2500,10.59,0,0.1,N,2,0.1,704.3689967286472
24,67000,RENT,5.0,PERSONAL,C,20000,13.48,0,0.3,Y,3,0.3,634.0805107158209
21,36000,RENT,1.0,MEDICAL,D,4500,17.27,1,0.13,N,4,0.12,561.0262425034988
23,67150,MORTGAGE,5.0,MEDICAL,D,10000,16.32,1,0.13,N,2,0.15,597.4322124066073
23,31200,RENT,0.0,PERSONAL,C,3200,13.49,0,0.1,Y,2,0.1,628.4392893510187
24,45000,MORTGAGE,0.0,EDUCATION,C,10625,14.27,1,0.24,N,4,0.24,667.9041821343301
23,67000,OWN,1.0,VENTURE,A,3250,6.76,0,0.05,N,4,0.05,758.8458287149643
23,112800,MORTGAGE,3.0,EDUCATION,B,35000,0.0,0,0.31,N,2,0.31,648.1857189510993
24,29000,RENT,5.0,MEDICAL,C,6000,15.27,0,0.21,N,2,0.21,600.5571643086844
24,22000,OWN,1.0,EDUCATION,D,3000,16.0,0,0.14,N,2,0.14,584.6385861639355
23,29004,OWN,1.0,VENTURE,C,2000,13.16,0,0.07,N,3,0.07,695.4000820012789
24,80000,MORTGAGE,8.0,PERSONAL,A,9000,0.0,0,0.11,N,2,0.11,741.7642360239619
26,35000,RENT,0.0,MEDICAL,A,6600,8.59,0,0.19,N,3,0.19,650.8676469057273
26,52000,OWN,10.0,DEBTCONSOLIDATION,D,5000,15.65,0,0.1,Y,4,0.1,619.3739892329705
24,70399,RENT,0.0,MEDICAL,A,1000,8.59,0,0.01,N,3,0.01,683.0768019662356
21,18000,RENT,5.0,MEDICAL,B,1500,12.18,1,0.08,N,3,0.08,603.3959319871525
23,103240,MORTGAGE,0.0,VENTURE,A,4000,0.0,0,0.04,N,3,0.04,757.9115958706981
25,54000,RENT,8.0,DEBTCONSOLIDATION,C,19000,0.0,1,0.35,Y,2,0.35,557.1152544159097
23,85000,RENT,5.0,EDUCATION,A,10000,6.17,0,0.12,N,3,0.12,717.6984838185867
22,66000,MORTGAGE,6.0,VENTURE,B,10000,11.49,0,0.15,N,4,0.15,716.5417863257564
22,49000,MORTGAGE,2.0,VENTURE,B,8500,12.53,0,0.17,N,3,0.17,695.4805809086548
21,47580,MORTGAGE,5.0,EDUCATION,A,14000,6.03,0,0.29,N,2,0.29,699.448592422136
26,30000,RENT,4.0,MEDICAL,C,5000,0.0,0,0.17,Y,4,0.17,610.8667130649684
23,30000,RENT,0.0,EDUCATION,C,8400,14.65,0,0.28,N,3,0.28,607.2948362137579
21,24996,RENT,2.0,MEDICAL,E,5000,16.45,1,0.2,N,4,0.2,541.0257639774204
22,44004,MORTGAGE,3.0,EDUCATION,D,9000,14.11,1,0.2,N,4,0.2,623.7522976780589
23,32000,MORTGAGE,4.0,EDUCATION,A,1200,7.68,0,0.04,N,2,0.04,711.3097397973843
24,88000,MORTGAGE,2.0,DEBTCONSOLIDATION,G,25000,18.84,1,0.28,Y,2,0.28,586.9121209356761
24,45600,MORTGAGE,0.0,EDUCATION,A,7200,6.91,0,0.16,N,2,0.16,717.2392000179433
23,95000,RENT,4.0,EDUCATION,B,10000,10.99,0,0.11,N,4,0.11,697.6046096839063
26,69846,RENT,2.0,EDUCATION,F,22500,18.99,1,0.32,N,4,0.32,518.1821335917587
23,75000,OWN,5.0,MEDICAL,D,12500,15.33,0,0.17,Y,3,0.17,617.3561695758817
22,55000,RENT,3.0,PERSONAL,D,15000,14.61,0,0.27,Y,4,0.27,563.3389299975155
24,122000,RENT,4.0,DEBTCONSOLIDATION,B,15000,11.58,0,0.12,N,2,0.12,669.4860429803322
24,62500,OWN,8.0,HOMEIMPROVEMENT,C,6500,13.22,0,0.1,N,3,0.1,701.6997707029009
26,93492,RENT,0.0,PERSONAL,B,20000,9.45,0,0.21,N,2,0.21,660.1488449507153
26,37000,RENT,0.0,PERSONAL,B,14000,9.88,1,0.38,N,2,0.38,569.9506976518078
23,61615,MORTGAGE,4.0,MEDICAL,B,13000,10.62,0,0.21,N,3,0.21,672.8064832097675
22,50000,MORTGAGE,6.0,VENTURE,A,7800,6.62,0,0.16,N,2,0.16,727.8170808170859
22,75000,RENT,5.0,EDUCATION,B,5000,11.49,0,0.07,N,4,0.07,692.027183849342
21,42500,RENT,0.0,DEBTCONSOLIDATION,B,2500,0.0,0,0.06,N,4,0.06,648.2183551337416
26,45000,MORTGAGE,6.0,VENTURE,A,5000,6.99,0,0.11,N,2,0.11,733.5219730651396
25,33500,RENT,2.0,MEDICAL,B,10000,10.25,0,0.3,N,3,0.3,603.7023608628606
26,75000,RENT,0.0,EDUCATION,B,12000,10.38,0,0.16,N,3,0.16,673.1725734347513
24,45000,RENT,0.0,EDUCATION,E,6000,17.19,1,0.13,Y,3,0.13,596.8823003694181
23,54000,RENT,7.0,MEDICAL,B,4500,0.0,1,0.08,N,3,0.08,655.3099812041372
21,61000,RENT,3.0,EDUCATION,B,7500,10.39,0,0.12,N,4,0.12,684.3827805860028
22,28800,OWN,2.0,EDUCATION,D,10000,16.49,0,0.35,Y,2,0.35,541.2470726172817
25,56204,RENT,3.0,MEDICAL,D,12000,14.11,1,0.21,Y,2,0.21,562.4285511076935
25,57300,RENT,2.0,HOMEIMPROVEMENT,C,10400,11.66,0,0.18,Y,4,0.18,628.1571320774575
23,66000,RENT,0.0,EDUCATION,B,9200,11.86,0,0.14,N,2,0.14,673.7123599001634
24,8400,RENT,0.0,EDUCATION,C,1500,13.99,1,0.18,N,4,0.18,595.934390112136
23,83600,RENT,7.0,PERSONAL,A,15000,8.49,1,0.18,N,3,0.18,692.329768362598
24,45996,RENT,3.0,EDUCATION,C,2000,12.98,0,0.04,Y,4,0.04,670.8740884344861
22,24000,MORTGAGE,4.0,EDUCATION,A,1300,5.42,0,0.05,N,3,0.05,710.5737054765611
22,50000,RENT,3.0,VENTURE,C,13000,12.23,0,0.26,N,3,0.26,645.4581476251229
22,70000,MORTGAGE,3.0,VENTURE,B,14400,11.71,0,0.21,N,4,0.21,701.4889934108955
23,47233,RENT,7.0,DEBTCONSOLIDATION,B,5000,11.36,0,0.11,N,4,0.11,648.7189387234403
23,39996,RENT,7.0,PERSONAL,B,2000,0.0,0,0.05,N,2,0.05,677.2530785249068
26,51600,OWN,10.0,EDUCATION,B,15000,9.88,0,0.29,N,4,0.29,694.7014090066158
24,72000,MORTGAGE,1.0,VENTURE,A,12000,5.42,0,0.17,N,4,0.17,722.9055666699519
21,44004,RENT,2.0,EDUCATION,B,7000,11.46,1,0.16,N,2,0.16,668.6361116726624
23,60000,RENT,4.0,EDUCATION,A,7000,5.79,0,0.12,N,4,0.12,706.462757445894
23,63000,RENT,0.0,VENTURE,D,16000,14.42,1,0.25,Y,2,0.25,588.6681774883623
23,42000,RENT,2.0,EDUCATION,B,6500,10.37,0,0.15,N,3,0.15,669.632252445086
23,65000,RENT,7.0,EDUCATION,B,3600,10.59,0,0.06,N,3,0.06,691.7491912119241
25,48500,OTHER,1.0,PERSONAL,E,19500,15.57,1,0.4,N,3,0.4,494.20462022001436
21,42000,RENT,5.0,VENTURE,D,1000,15.58,1,0.02,N,4,0.02,612.3874503566811
26,45000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,7750,12.53,0,0.17,N,4,0.17,650.1309993944487
25,120000,RENT,9.0,VENTURE,C,4800,14.22,0,0.04,N,4,0.04,707.6869853490001
25,49000,RENT,10.0,EDUCATION,A,9600,7.51,1,0.2,N,4,0.2,685.9059659504921
26,22800,RENT,4.0,PERSONAL,C,5000,13.57,0,0.22,Y,2,0.22,590.5375368727597
22,55000,MORTGAGE,6.0,VENTURE,A,10000,5.79,0,0.18,N,2,0.18,720.1472079538863
23,36000,MORTGAGE,6.0,PERSONAL,C,14000,12.99,0,0.39,N,3,0.39,595.0113848528251
24,70000,RENT,0.0,MEDICAL,A,10000,7.29,0,0.14,N,3,0.14,669.9979831351145
23,27000,RENT,6.0,EDUCATION,C,6000,11.66,0,0.22,Y,3,0.22,630.357636510447
22,58608,RENT,4.0,MEDICAL,A,10000,7.51,0,0.17,N,2,0.17,658.4442744776607
22,39000,OWN,6.0,MEDICAL,A,1000,0.0,0,0.03,N,2,0.03,716.6246692050397
22,185000,RENT,4.0,EDUCATION,B,25000,11.36,0,0.14,N,4,0.14,686.5544197806587
23,80400,RENT,4.0,EDUCATION,A,9000,7.51,0,0.11,N,4,0.11,716.499371603811
24,41000,RENT,1.0,DEBTCONSOLIDATION,C,7000,12.53,0,0.17,N,2,0.17,621.9102887503259
25,57000,RENT,1.0,PERSONAL,B,9500,12.53,0,0.17,N,2,0.17,649.7460130360842
26,51600,RENT,1.0,EDUCATION,A,5000,8.94,1,0.1,N,2,0.1,690.8321369680411
22,20000,RENT,2.0,VENTURE,B,5000,11.86,0,0.25,N,2,0.25,613.2762240691482
25,60000,MORTGAGE,2.0,PERSONAL,B,6900,9.99,0,0.12,N,2,0.12,707.82096875975
24,50500,RENT,7.0,EDUCATION,A,9600,0.0,0,0.19,N,4,0.19,685.7347800312879
23,33000,RENT,4.0,EDUCATION,C,8000,0.0,0,0.24,N,3,0.24,627.3907417077135
24,38000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,16000,10.99,0,0.42,N,2,0.42,581.8870242234283
21,104740,MORTGAGE,5.0,EDUCATION,B,19200,11.99,0,0.18,N,2,0.18,708.0532520315654
26,76800,MORTGAGE,2.0,VENTURE,A,12800,6.92,0,0.17,N,3,0.17,724.8632722802856
23,92004,MORTGAGE,7.0,EDUCATION,B,24250,11.12,0,0.26,N,2,0.26,696.0935331975784
23,44004,OWN,7.0,EDUCATION,A,17000,6.62,0,0.39,N,2,0.39,652.5542724585981
23,36100,RENT,2.0,DEBTCONSOLIDATION,A,5000,7.49,0,0.14,N,2,0.14,650.4504119099206
22,31000,RENT,5.0,PERSONAL,B,5550,11.36,1,0.18,N,3,0.18,637.6905249464842
24,49000,MORTGAGE,5.0,EDUCATION,A,2700,6.92,0,0.06,N,3,0.06,731.0763095924772
24,63410,MORTGAGE,3.0,MEDICAL,E,20000,17.51,1,0.27,N,4,0.32,362.73479253979025
25,70000,MORTGAGE,6.0,VENTURE,A,14000,5.42,0,0.2,N,2,0.2,731.1150026047711
26,103000,MORTGAGE,10.0,EDUCATION,D,5000,14.96,0,0.05,N,4,0.05,665.9591424482854
22,21000,RENT,7.0,DEBTCONSOLIDATION,D,8000,16.77,1,0.38,Y,4,0.38,440.20109385784843
25,48600,RENT,0.0,MEDICAL,A,12000,0.0,0,0.25,N,2,0.25,646.5236742452548
25,27800,OWN,0.0,EDUCATION,A,14125,6.99,0,0.51,N,2,0.51,629.2564583873981
23,54000,RENT,7.0,VENTURE,B,15550,11.71,0,0.29,N,4,0.29,654.4763636411013
25,42000,RENT,1.0,DEBTCONSOLIDATION,B,6000,0.0,0,0.14,N,2,0.14,642.3246384832676
24,53000,MORTGAGE,8.0,PERSONAL,D,10000,14.91,0,0.19,N,2,0.19,616.2061918765071
24,86400,MORTGAGE,2.0,DEBTCONSOLIDATION,A,12200,7.29,0,0.14,N,2,0.14,710.1959442382698
24,90000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,5000,11.34,0,0.06,Y,3,0.06,705.8676577496707
25,33000,MORTGAGE,6.0,VENTURE,A,8000,6.62,0,0.24,N,3,0.24,693.6014406080458
24,70000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,17000,7.51,0,0.24,N,4,0.24,686.2449528539901
24,12000,OWN,4.0,PERSONAL,B,2500,12.69,1,0.21,N,4,0.21,644.6789285961086
24,72000,OWN,0.0,EDUCATION,B,16000,12.42,0,0.22,N,2,0.22,701.1552602410073
24,28590,RENT,7.0,DEBTCONSOLIDATION,D,8000,15.65,1,0.28,Y,2,0.28,525.7442427396488
24,70550,RENT,8.0,MEDICAL,D,9000,15.05,1,0.11,Y,2,0.13,589.2248457156245
26,51000,MORTGAGE,10.0,DEBTCONSOLIDATION,D,13000,15.33,1,0.25,Y,2,0.25,584.159780119985
26,33800,RENT,4.0,PERSONAL,C,13000,13.57,1,0.38,Y,2,0.38,550.0211889630918
22,74000,RENT,4.0,VENTURE,A,5050,5.42,0,0.07,N,4,0.07,716.7923458430691
25,61000,RENT,9.0,MEDICAL,A,6000,0.0,0,0.1,N,3,0.1,687.055527137472
24,91000,MORTGAGE,0.0,PERSONAL,A,1000,7.68,0,0.01,N,4,0.01,742.3765951138862
21,65004,MORTGAGE,5.0,EDUCATION,B,5000,9.99,0,0.08,N,4,0.08,716.6501156336253
24,83100,RENT,5.0,PERSONAL,E,5000,16.35,0,0.06,Y,3,0.06,620.8717531719018
22,40000,RENT,2.0,DEBTCONSOLIDATION,A,4000,0.0,0,0.1,N,3,0.1,662.0457393777062
26,54000,MORTGAGE,10.0,MEDICAL,A,8500,5.42,1,0.16,N,3,0.16,699.4024898787487
23,60000,MORTGAGE,6.0,EDUCATION,C,7000,12.99,0,0.12,Y,2,0.12,707.9491938638255
22,44004,RENT,2.0,DEBTCONSOLIDATION,A,5000,8.9,0,0.11,N,3,0.11,662.9651295880788
22,107000,MORTGAGE,6.0,HOMEIMPROVEMENT,E,24000,19.69,1,0.22,Y,4,0.22,601.7733263710563
23,25800,RENT,2.0,PERSONAL,C,6000,0.0,0,0.23,Y,4,0.23,620.33663668628
24,90000,RENT,8.0,PERSONAL,B,10000,0.0,0,0.11,N,4,0.11,693.5345068093046
